player_id,firstName,lastName,nationality,birthCity,primaryPosition,birthDate,height,weight
8480078,Filip,Chytil,CZE,Kromeriz,C,9/5/1999 1:00,"6' 2""",202
8478449,Roope,Hintz,FIN,Tampere,LW,11/17/1996 0:00,"6' 3""",205
8476447,Miikka,Salomaki,FIN,Raahe,RW,3/9/1993 0:00,"5' 11""",203
8477997,Nikita,Tryamkin,RUS,Yekaterinburg,D,8/30/1994 1:00,"6' 7""",265
8475808,Michael,Chaput,CAN,Ile Bizard,C,4/9/1992 1:00,"6' 2""",204
8474579,Luca,Sbisa,CHE,Ozieri,D,1/30/1990 0:00,"6' 2""",209
8475210,Anton,Rodin,SWE,Stockholm,RW,11/21/1990 0:00,"5' 11""",185
8476388,Andrey,Pedan,LTU,Kaunas,D,7/3/1993 1:00,"6' 5""",213
8476545,Kurtis,Gabriel,CAN,Newmarket,RW,4/20/1993 1:00,"6' 4""",200
8476415,Kyle,Rau,USA,Eden Prairie,C,10/24/1992 1:00,"5' 8""",176
8475800,Teemu,Pulkkinen,FIN,Vantaa,LW,1/2/1992 0:00,"5' 10""",185
8476200,Paul,Thompson,USA,Methuen,RW,11/30/1988 0:00,"6' 1""",200
8471693,Jakub,Kindl,CZE,Sumperk,D,2/10/1987 0:00,"6' 3""",199
8476852,Griffin,Reinhart,CAN,North Vancouver,D,1/24/1994 0:00,"6' 4""",212
8474034,Patrick,Maroon,USA,St. Louis,LW,4/23/1988 1:00,"6' 3""",225
8471348,Nikita,Nikitin,RUS,Omsk,D,6/16/1986 1:00,"6' 4""",217
8477851,Jordan,Oesterle,USA,Dearborn Heights,D,6/25/1992 1:00,"6' 0""",182
8470803,Kyle,Brodziak,CAN,St. Paul,C,5/25/1984 1:00,"6' 2""",209
8471817,Ryan,Reaves,CAN,Winnipeg,RW,1/20/1987 0:00,"6' 1""",225
8473534,Patrik,Berglund,SWE,Västerås,C,6/2/1988 1:00,"6' 4""",219
8476989,Petteri,Lindbohm,FIN,Helsinki,D,9/23/1993 1:00,"6' 3""",198
8474125,Carl,Gunnarsson,SWE,Orebro,D,11/9/1986 0:00,"6' 2""",198
8474627,Jori,Lehtera,FIN,Helsinki,C,12/23/1987 0:00,"6' 2""",212
8470105,Scottie,Upshall,CAN,Fort McMurray,RW,10/7/1983 1:00,"6' 0""",200
8474565,Alex,Pietrangelo,CAN,King City,D,1/18/1990 0:00,"6' 3""",210
8474031,Kevin,Shattenkirk,USA,New Rochelle,D,1/29/1989 0:00,"6' 0""",200
8474596,Jake,Allen,CAN,Fredericton,G,8/7/1990 1:00,"6' 2""",203
8470151,Jay,Bouwmeester,CAN,Edmonton,D,9/27/1983 1:00,"6' 4""",206
8476892,Colton,Parayko,CAN,St. Albert,D,5/12/1993 1:00,"6' 6""",230
8471669,Paul,Stastny,USA,Quebec City,C,12/27/1985 0:00,"6' 0""",193
8475768,Jaden,Schwartz,CAN,Wilcox,LW,6/25/1992 1:00,"5' 10""",190
8476436,Dmitrij,Jaskin,CZE,Omsk,RW,3/23/1993 0:00,"6' 2""",216
8475765,Vladimir,Tarasenko,RUS,Yaroslavl,RW,12/13/1991 0:00,"6' 0""",225
8470257,Alexander,Steen,SWE,Winnipeg,LW,3/1/1984 0:00,"6' 0""",211
8477952,Robby,Fabbri,CAN,Mississauga,C,1/22/1996 0:00,"5' 10""",190
8474145,Robert,Bortuzzo,CAN,Thunder Bay,D,3/18/1989 0:00,"6' 4""",216
8477471,Dillon,Heatherington,CAN,Calgary,D,5/9/1995 1:00,"6' 4""",215
8475236,Cody,Eakin,CAN,Winnipeg,C,5/24/1991 1:00,"6' 0""",190
8477501,Valeri,Nichushkin,RUS,Chelyabinsk,RW,3/4/1995 0:00,"6' 4""",205
8469466,Ales,Hemsky,CZE,Pardubice,RW,8/13/1983 1:00,"6' 0""",177
8469544,Patrick,Sharp,CAN,Winnipeg,LW,12/27/1981 0:00,"6' 1""",200
8477983,Maxim,Letunov,RUS,Moscow,C,2/20/1996 0:00,"6' 4""",180
8479580,Dylan,Gambrell,USA,Bonney Lake,C,8/26/1996 1:00,"6' 0""",195
8467950,Craig,Anderson,USA,Park Ridge,G,5/21/1981 1:00,"6' 2""",185
8477426,Nick,Paul,CAN,Mississauga,LW,3/20/1995 0:00,"6' 4""",230
8475254,Gabriel,Dumont,CAN,Ville Degelis,C,10/6/1990 1:00,"5' 10""",190
8477433,Ben,Harpur,CAN,Hamilton,D,1/12/1995 0:00,"6' 6""",222
8478469,Thomas,Chabot,CAN,Sainte-Marie,D,1/30/1997 0:00,"6' 2""",196
8477462,Robert,Hagg,SWE,Uppsala,D,2/8/1995 0:00,"6' 2""",204
8477948,Travis,Sanheim,CAN,Elkhorn,D,3/29/1996 0:00,"6' 3""",181
8479974,Nolan,Patrick,CAN,Winnipeg,C,9/19/1998 1:00,"6' 2""",198
8476396,Steven,Fogarty,USA,Chambersburg,C,4/19/1993 1:00,"6' 3""",209
8476955,Taylor,Leier,CAN,Saskatoon,LW,2/15/1994 0:00,"5' 11""",180
8478067,Oskar,Lindblom,SWE,Gävle,LW,8/15/1996 1:00,"6' 1""",191
8477816,Michael,Zalewski,USA,New Hartford,LW,8/18/1992 1:00,"6' 2""",205
8470171,Max,Talbot,CAN,Lemoyne,C,2/11/1984 0:00,"5' 11""",186
8475223,Linden,Vey,CAN,Wakaw,RW,7/17/1991 1:00,"6' 0""",189
8471283,Brandon,Prust,CAN,London,LW,3/16/1984 0:00,"6' 0""",195
8478564,Joonas,Kemppainen,FIN,Kajaani,C,4/7/1988 1:00,"6' 3""",223
8475770,Emerson,Etem,USA,Long Beach,RW,6/16/1992 1:00,"6' 1""",212
8477715,Tyler,Gaudet,CAN,Hamilton,C,4/4/1993 1:00,"6' 3""",205
8470147,Curtis,McElhinney,CAN,London,G,5/23/1983 1:00,"6' 2""",200
8480144,David,Kampf,CZE,Chomutov,C,1/12/1995 0:00,"6' 2""",195
8476979,Erik,Gustafsson,SWE,Nynashamn,D,3/14/1992 0:00,"6' 0""",176
8471761,Chris,Butler,USA,St. Louis,D,10/27/1986 0:00,"6' 1""",196
8479337,Alex,DeBrincat,USA,Farmington Hills,RW,12/18/1997 0:00,"5' 7""",165
8476341,Anton,Forsberg,SWE,Härnösand,G,11/27/1992 0:00,"6' 3""",192
8480153,Victor,Ejdsell,SWE,Karlstad,C,6/6/1995 1:00,"6' 5""",214
8480172,Jan,Rutta,CZE,Písek,D,7/29/1990 1:00,"6' 3""",200
8478407,Vince,Dunn,CAN,Mississauga,D,10/29/1996 0:00,"6' 0""",203
8479588,Nolan,Stevens,CAN,Brantford,C,7/22/1996 1:00,"6' 3""",183
8477401,John,Hayden,USA,Chicago,RW,2/14/1995 0:00,"6' 3""",223
8479420,Tage,Thompson,USA,Phoenix,C,10/30/1997 0:00,"6' 5""",205
8480761,Mitch,Reinke,USA,STILLWATER,D,2/4/1996 0:00,"5' 11""",181
8477964,Ivan,Barbashev,RUS,Moscow,C,12/14/1995 0:00,"6' 0""",187
8475622,Carter,Hutton,CAN,Thunder Bay,G,12/19/1985 0:00,"6' 1""",202
8476877,Jordan,Schmaltz,USA,Madison,D,10/8/1993 1:00,"6' 2""",190
8471743,Vladimir,Sobotka,CZE,Trebic,LW,7/2/1987 1:00,"5' 10""",184
8478106,Dylan,Sikura,CAN,Aurora,RW,6/1/1995 1:00,"5' 11""",158
8475234,J-F,Berube,CAN,Repentigny,G,7/13/1991 1:00,"6' 1""",177
8479595,Blake,Hillman,USA,Elk River,D,1/26/1996 0:00,"6' 1""",180
8476441,Joel,Edmundson,CAN,Brandon,D,6/28/1993 1:00,"6' 4""",215
8475299,Joni,Ortio,FIN,Turku,G,4/16/1991 1:00,"6' 1""",190
8470169,Gregory,Campbell,CAN,London,C,12/17/1983 0:00,"6' 0""",188
8477510,Kerby,Rychel,CAN,Torrance,LW,10/7/1994 1:00,"6' 1""",213
8460720,Eric,Boulton,CAN,Halifax,LW,8/17/1976 1:00,"6' 0""",227
8467351,Scott,Gomez,USA,Anchorage,C,12/23/1979 0:00,"5' 11""",200
8477202,Andrew,Hammond,CAN,Surrey,G,2/11/1988 0:00,"6' 2""",215
8474497,Michael,Kostka,CAN,Etobicoke,D,11/28/1985 0:00,"6' 1""",210
8476477,Matt,Puempel,CAN,Windsor,LW,1/24/1993 0:00,"6' 1""",205
8475774,Petter,Granberg,SWE,Gallivare,D,8/27/1992 1:00,"6' 3""",200
8473550,Andrew,Bodnarchuk,CAN,Drumheller,D,7/11/1988 1:00,"5' 11""",195
8477472,Carl,Dahlstrom,SWE,Stockholm,D,1/28/1995 0:00,"6' 4""",231
8478146,Matthew,Highmore,CAN,Halifax,C,2/27/1996 0:00,"5' 11""",181
8476927,Teddy,Blueger,LVA,Riga,C,8/15/1994 1:00,"6' 0""",185
8478866,Dominik,Simon,CZE,Prague,C,8/8/1994 1:00,"5' 11""",190
8479944,Zach,Aston-Reese,USA,Staten Island,C,8/10/1994 1:00,"6' 0""",204
8474722,Luke,Witkowski,USA,Holland,RW,4/14/1990 1:00,"6' 2""",210
8476316,Laurent,Brossoit,CAN,Port Alberni,G,3/23/1993 0:00,"6' 3""",204
8475775,Tye,McGinn,CAN,Fergus,LW,7/29/1990 1:00,"6' 3""",218
8475735,Greg,McKegg,CAN,St. Thomas,C,6/17/1992 1:00,"6' 0""",191
8471956,Andrew,Desjardins,CAN,Lively,LW,7/27/1986 1:00,"6' 1""",195
8478528,Tanner,Kero,USA,Hancock,C,7/24/1992 1:00,"6' 0""",185
8478506,Gabriel,Carlsson,SWE,Orebro,D,1/2/1997 0:00,"6' 5""",192
8474090,Brendan,Smith,CAN,Mimico,D,2/8/1989 0:00,"6' 2""",211
8476343,Garret,Sparks,USA,Elmhurst,G,6/28/1993 1:00,"6' 2""",204
8477491,Nicholas,Baptiste,CAN,Ottawa,RW,8/4/1995 1:00,"6' 1""",205
8477931,Tomas,Nosek,CZE,Pardubice,LW,9/1/1992 1:00,"6' 3""",210
8476617,Tomas,Hyka,CZE,Mlada Boleslav,RW,3/23/1993 0:00,"5' 11""",160
8477949,Alex,Tuch,USA,Syracuse,RW,5/10/1996 1:00,"6' 4""",222
8476509,Maxime,Lagace,CAN,Saint-Augustin,G,1/12/1993 0:00,"6' 2""",190
8480727,Zach,Whitecloud,CAN,Brandon,D,11/28/1996 0:00,"6' 2""",209
8477447,Shea,Theodore,CAN,Langley,D,8/3/1995 1:00,"6' 2""",195
8478458,Jack,Roslovic,USA,Columbus,C,1/29/1997 0:00,"6' 1""",187
8477180,Aaron,Dell,CAN,Airdrie,G,5/4/1989 1:00,"6' 0""",200
8477987,Ryan,Donato,USA,Boston,C,4/9/1996 1:00,"6' 0""",181
8471794,Darren,Helm,CAN,St. Andrews,LW,1/21/1987 0:00,"6' 0""",196
8470657,Jimmy,Howard,USA,Syracuse,G,3/26/1984 1:00,"6' 1""",218
8471266,David,Booth,USA,Detroit,LW,11/24/1984 0:00,"6' 0""",212
8478488,Filip,Chlapik,CZE,Prague,C,6/3/1997 1:00,"6' 1""",196
8477479,Tyler,Bertuzzi,CAN,Sudbury,LW,2/24/1995 0:00,"6' 0""",190
8468509,Niklas,Kronwall,SWE,Stockholm,D,1/12/1981 0:00,"6' 0""",194
8471219,Al,Montoya,USA,Chicago,G,2/13/1985 0:00,"6' 2""",201
8475260,Corban,Knight,CAN,Oliver,C,9/10/1990 1:00,"6' 2""",195
8475982,Erik,Burgdoerfer,USA,Abington,D,12/11/1988 0:00,"6' 1""",207
8478400,Colin,White,USA,Boston,C,1/30/1997 0:00,"6' 0""",183
8475797,Jarred,Tinordi,USA,Burnsville,D,2/20/1992 0:00,"6' 6""",230
8474588,Viktor,Tikhonov,RUS,Riga,RW,5/12/1988 1:00,"6' 2""",189
8469760,Zbynek,Michalek,CZE,Jindrichuv Hradec,D,12/23/1982 0:00,"6' 2""",210
8471269,Nicklas,Grossmann,SWE,Stockholm,D,1/22/1985 0:00,"6' 4""",230
8471231,Kyle,Chipchura,CAN,Westlock,C,2/19/1986 0:00,"6' 2""",203
8476894,Brendan,Leipsic,CAN,Winnipeg,LW,5/19/1994 1:00,"5' 10""",180
8477478,William,Carrier,CAN,LaSalle,LW,12/20/1994 0:00,"6' 2""",212
8476209,Mike,Sislo,USA,Superior,RW,1/20/1988 0:00,"5' 11""",190
8476370,Blake,Pietila,USA,Milford,LW,2/20/1993 0:00,"5' 11""",200
8471663,Mike,Blunden,CAN,Toronto,RW,12/15/1986 0:00,"6' 4""",217
8478584,Vojtech,Mozik,CZE,Prague,D,12/26/1992 0:00,"6' 3""",200
8475274,Seth,Helgeson,USA,Faribault,D,10/8/1990 1:00,"6' 4""",221
8474092,Jeremy,Smith,USA,Dearborn,G,4/13/1989 1:00,"6' 0""",177
8475175,Magnus,Paajarvi,SWE,Norrkoping,LW,4/12/1991 1:00,"6' 3""",206
8476464,Duncan,Siemens,CAN,Edmonton,D,9/7/1993 1:00,"6' 3""",210
8475413,Justin,Dowling,CAN,Calgary,C,10/1/1990 1:00,"5' 10""",185
8476471,Mark,McNeill,CAN,Langley,C,2/22/1993 0:00,"6' 2""",214
8478495,Denis,Gurianov,RUS,Togliatti,RW,6/7/1997 1:00,"6' 3""",200
8476982,Danny,O'Regan,USA,Berlin,C,1/30/1994 0:00,"5' 10""",185
8475729,Mark,Alt,USA,Kansas City,D,10/18/1991 1:00,"6' 4""",201
8476482,Nicklas,Jensen,DNK,Herning,RW,3/6/1993 0:00,"6' 3""",216
8474094,Matt,Halischuk,CAN,Toronto,RW,6/1/1988 1:00,"6' 0""",180
8476910,Scott,Kosmachuk,CAN,Richmond Hill,RW,1/24/1994 0:00,"5' 11""",185
8477076,JC,Lipon,CAN,Regina,RW,7/10/1993 1:00,"6' 0""",183
8475414,Craig,Cunningham,CAN,Trail,LW,9/13/1990 1:00,"5' 10""",184
8474138,Dustin,Jeffrey,CAN,Sarnia,LW,2/27/1988 0:00,"6' 1""",205
8475206,Stefan,Elliott,CAN,Vancouver,D,1/30/1991 0:00,"6' 1""",190
8473722,John,Scott,CAN,Edmonton,LW,9/26/1982 1:00,"6' 8""",260
8477473,Justin,Bailey,USA,Buffalo,RW,7/1/1995 1:00,"6' 3""",214
8475739,Michael,Bournival,CAN,Shawinigan,LW,5/31/1992 1:00,"5' 11""",198
8476285,Matthew,Peca,CAN,Petawawa,C,4/27/1993 1:00,"5' 8""",178
8474707,Philip,Larsen,DNK,Esbjerg,D,12/7/1989 0:00,"6' 1""",185
8473523,Jhonas,Enroth,SWE,Stockholm,G,6/25/1988 1:00,"5' 10""",175
8473972,Jonas,Hiller,CHE,Felben Wellhausen,G,2/12/1982 0:00,"6' 2""",191
8469639,Brooks,Laich,CAN,Wawota,C,6/23/1983 1:00,"6' 2""",200
8474744,Sean,Collins,CAN,Saskatoon,C,12/29/1988 0:00,"6' 1""",198
8476329,Travis,Boyd,USA,Hopkins,C,9/14/1993 1:00,"5' 11""",185
8475958,Michael,Sgarbossa,CAN,Campbellville,C,7/25/1992 1:00,"6' 0""",186
8477326,Joel,Vermin,CHE,Bern,RW,2/5/1992 0:00,"5' 11""",192
8474850,Brandon,Mashinter,CAN,Bradford,LW,9/20/1988 1:00,"6' 4""",212
8470039,Tomas,Fleischmann,CZE,Koprivnice,LW,5/16/1984 1:00,"6' 1""",192
8476452,Tyler,Wotherspoon,CAN,Burnaby,D,3/12/1993 0:00,"6' 2""",207
8467389,Brad,Richards,CAN,Murray Hbr.,C,5/2/1980 1:00,"6' 0""",199
8474168,Joakim,Andersson,SWE,Munkedal,C,2/5/1989 0:00,"6' 2""",211
8475661,Dave,Dziurzynski,CAN,Lloydminster,LW,10/6/1989 1:00,"6' 3""",224
8475174,Jared,Cowen,CAN,Saskatoon,D,1/25/1991 0:00,"6' 5""",238
8468635,Travis,Moen,CAN,Stewart Valley,LW,4/6/1982 1:00,"6' 2""",215
8473589,Chris,Summers,USA,Ann Arbor,D,2/5/1988 0:00,"6' 2""",207
8480015,Owen,Tippett,CAN,Peterborough,RW,2/16/1999 0:00,"6' 1""",200
8472394,Peter,Harrold,USA,Kirtland Hills,D,6/8/1983 1:00,"5' 11""",180
8478999,Niklas,Treutle,DEU,Nuremberg,G,4/29/1991 1:00,"6' 2""",185
8477919,Frederick,Gaudreau,CAN,Bromont,C,5/1/1993 1:00,"6' 0""",179
8479511,Janne,Kuokkanen,FIN,Oulunsalo,C,5/25/1998 1:00,"6' 1""",188
8480039,Martin,Necas,CZE,Nove Mesto na Morave,C,1/15/1999 0:00,"6' 1""",167
8477445,Hunter,Shinkaruk,CAN,Calgary,C,10/13/1994 1:00,"5' 10""",181
8474130,Corey,Tropp,USA,Grosse Pointe Woods,RW,7/25/1989 1:00,"6' 0""",186
8476219,Patrick,Cannone,USA,Bayport,C,8/9/1986 1:00,"5' 11""",199
8475153,Dylan,Olsen,CAN,Salt Lake City,D,1/3/1991 0:00,"6' 2""",223
8474005,Alex,Grant,CAN,Antigonish,D,1/20/1989 0:00,"6' 4""",205
8478137,Jiri,Sekac,CZE,Kladno,LW,6/10/1992 1:00,"6' 1""",185
8477486,Emile,Poirier,CAN,Montreal,LW,12/14/1994 0:00,"6' 2""",196
8474113,TJ,Brennan,USA,Willingboro,D,4/3/1989 1:00,"6' 1""",216
8474638,Andrew,Campbell,CAN,Caledonia,D,2/4/1988 0:00,"6' 4""",205
8475842,Sam,Carrick,CAN,Markham,C,2/4/1992 0:00,"6' 0""",205
8477427,Tobias,Lindberg,SWE,Stockholm,RW,7/22/1995 1:00,"6' 3""",215
8470599,Milan,Michalek,CZE,Jindrichuv Hradec,LW,12/7/1984 0:00,"6' 2""",225
8470920,David,Clarkson,CAN,Toronto,RW,3/31/1984 1:00,"6' 0""",207
8471862,Colin,Greening,CAN,St. John's,C,3/9/1986 0:00,"6' 2""",210
8477300,Viktor,Svedberg,SWE,Gothenburg,D,5/24/1991 1:00,"6' 8""",238
8475182,David,Rundblad,SWE,Lycksele,D,10/8/1990 1:00,"6' 2""",187
8471703,Steve,Downie,CAN,Newmarket,RW,4/3/1987 1:00,"5' 11""",191
8474837,Mark,Cundari,CAN,Toronto,D,4/23/1990 1:00,"5' 9""",195
8474516,Bryan,Lerg,USA,Livonia,C,1/20/1986 0:00,"5' 10""",175
8476384,Max,Friberg,SWE,Skovde,RW,11/20/1992 0:00,"5' 11""",200
8474131,Mario,Kempe,SWE,Kramfors,RW,9/19/1988 1:00,"6' 0""",185
8480157,Calle,Rosen,SWE,Vaxjo,D,2/2/1994 0:00,"6' 1""",195
8475876,Zane,McIntyre,USA,Grand Forks,G,8/20/1992 1:00,"6' 2""",206
8478851,Alexandre,Carrier,CAN,Quebec City,D,10/8/1996 1:00,"5' 11""",174
8475809,Scott,Wedgewood,CAN,Brampton,G,8/14/1992 1:00,"6' 2""",195
8476323,Max,McCormick,USA,De Pere,LW,5/1/1992 1:00,"5' 11""",188
8475836,Alex,Friesen,CAN,St. Catharines,C,1/30/1991 0:00,"5' 9""",186
8479968,Vinni,Lettieri,USA,Excelsior,C,2/6/1995 0:00,"5' 11""",195
8475311,Darcy,Kuemper,CAN,Saskatoon,G,5/5/1990 1:00,"6' 5""",215
8470222,James,Wisniewski,USA,Canton,D,2/21/1984 0:00,"5' 11""",203
8477589,Ronalds,Kenins,LVA,Riga,LW,2/28/1991 0:00,"6' 0""",201
8470274,Chris,Higgins,USA,Smithtown,LW,6/2/1983 1:00,"6' 0""",205
8477465,Tristan,Jarry,CAN,Surrey,G,4/29/1995 1:00,"6' 2""",194
8476876,Malcolm,Subban,CAN,Toronto,G,12/21/1993 0:00,"6' 2""",200
8477502,Samuel,Morin,CAN,Lac-Beauport,D,7/12/1995 1:00,"6' 6""",202
8476983,Paul,LaDue,USA,Grand Forks,D,9/6/1992 1:00,"6' 2""",198
8476922,Boo,Nieves,USA,Syracuse,C,1/23/1994 0:00,"6' 3""",212
8478873,Troy,Terry,USA,Denver,RW,9/10/1997 1:00,"6' 1""",175
8477541,Dakota,Mermis,USA,Alton,D,1/5/1994 0:00,"6' 0""",195
8477634,Trevor,Murphy,CAN,Windsor,D,7/17/1995 1:00,"5' 10""",180
8476766,Cole,Schneider,USA,Williamsville,LW,8/26/1990 1:00,"6' 1""",203
8476166,Taylor,Fedun,CAN,Edmonton,D,6/4/1988 1:00,"6' 1""",201
8471760,Cody,Bass,CAN,Owen sound,C,1/7/1987 0:00,"6' 0""",205
8476864,Ville,Pokka,FIN,Tornio,D,6/3/1994 1:00,"6' 0""",214
8478393,Kyle,Baun,CAN,Toronto,RW,5/4/1992 1:00,"6' 2""",209
8476932,Anthony,Stolarz,USA,Edison,G,1/20/1994 0:00,"6' 6""",210
8476401,Daniel,Catenacci,CAN,Richmond Hill,C,3/9/1993 0:00,"5' 10""",193
8478417,Jakob,Forsbacka Karlsson,SWE,Stockholm,C,10/31/1996 0:00,"6' 1""",184
8479066,Ryan,Lomberg,CAN,Richmond Hill,LW,12/9/1994 0:00,"5' 9""",187
8477033,Viktor,Loov,SWE,Sodertalje,D,11/16/1992 0:00,"6' 1""",212
8467514,Pavel,Datsyuk,RUS,Sverdlovsk,C,7/20/1978 1:00,"5' 11""",194
8474765,Anders,Lindback,SWE,Gävle,G,5/3/1988 1:00,"6' 6""",215
8479496,David,Rittich,CZE,Jihlava,G,8/19/1992 1:00,"6' 3""",202
8475161,Chris,Brown,USA,Flower Mound,RW,2/3/1991 0:00,"6' 2""",208
8476435,Alex,Khokhlachev,RUS,Moscow,C,9/9/1993 1:00,"5' 10""",181
8470230,Daniel,Paille,CAN,Welland,LW,4/15/1984 1:00,"6' 1""",200
8475119,Zach,Sill,CAN,Truro,C,5/24/1988 1:00,"6' 0""",214
8475598,Ryan,Stanton,CAN,St. Albert,D,7/20/1989 1:00,"6' 2""",196
8468038,Michael,Leighton,CAN,Petrolia,G,5/19/1981 1:00,"6' 3""",186
8478020,Michael,Amadio,CAN,Sault Ste. Marie,C,5/13/1996 1:00,"6' 1""",204
8476391,TJ,Tynan,USA,Orland Park,C,2/25/1992 0:00,"5' 8""",165
8476952,Dominic,Toninato,USA,Duluth,C,3/9/1994 0:00,"6' 2""",200
8475213,Drew,Shore,USA,Denver,C,1/29/1991 0:00,"6' 3""",205
8476425,Joseph,LaBate,USA,Burnsville,C,4/16/1993 1:00,"6' 5""",210
8477814,Kevin,Czuczman,CAN,Port Elgin,D,1/9/1991 0:00,"6' 2""",206
8476890,Patrick,Sieloff,USA,Ann Arbor,D,5/15/1994 1:00,"6' 1""",205
8474024,Jim,O'Brien,USA,Maplewood,C,1/29/1989 0:00,"6' 3""",195
8478211,Dryden,Hunt,CAN,Cranbrook,LW,11/24/1995 0:00,"6' 0""",197
8474873,Brian,Lashoff,USA,Albany,D,7/16/1990 1:00,"6' 3""",219
8477998,Warren,Foegele,CAN,Markham,LW,4/1/1996 1:00,"6' 2""",190
8478846,Christian,Wolanin,CAN,Quebec City,D,3/17/1995 0:00,"6' 2""",185
8477981,Roland,McKeown,CAN,Listowel,D,1/20/1996 0:00,"6' 1""",195
8475328,Ben,Sexton,CAN,Ottawa,C,6/6/1991 1:00,"5' 11""",196
8475321,Phil,Varone,CAN,Vaughan,C,12/4/1990 0:00,"5' 10""",193
8471733,Rich,Clune,CAN,Toronto,LW,4/25/1987 1:00,"5' 10""",207
8477484,Spencer,Martin,CAN,Oakville,G,6/8/1995 1:00,"6' 3""",210
8479193,Casey,DeSmith,USA,Rochester,G,8/13/1991 1:00,"6' 0""",181
8468485,Raffi,Torres,CAN,Toronto,LW,10/8/1981 1:00,"6' 0""",215
8474698,Brent,Regner,CAN,Westlock,D,5/17/1989 1:00,"5' 11""",189
8477914,Roman,Will,CZE,Plzen,G,5/22/1992 1:00,"6' 1""",195
8475060,Matt,Taormina,USA,Warren,D,10/20/1986 1:00,"5' 10""",189
8475263,Wade,Megan,USA,Canton,C,7/22/1990 1:00,"6' 1""",191
8478104,Sammy,Blais,CAN,Montmagny,LW,6/17/1996 1:00,"6' 2""",205
8476414,Alexandre,Grenier,CAN,Laval,RW,9/5/1991 1:00,"6' 5""",200
8475224,Jordan,Szwarz,CAN,Burlington,RW,5/14/1991 1:00,"5' 11""",200
8476903,Jon,Gillies,USA,Concord,G,1/22/1994 0:00,"6' 6""",223
8470120,Alexander,Semin,RUS,Krasnojarsk,RW,3/3/1984 0:00,"6' 2""",211
8470729,Tyson,Strachan,CAN,Melfort,D,10/30/1984 0:00,"6' 3""",210
8480081,Michael,Kapla,USA,Eau Claire,D,9/19/1994 1:00,"6' 0""",200
8470644,Colin,McDonald,USA,Wethersfield,RW,9/30/1984 1:00,"6' 2""",219
8477961,John,Quenneville,CAN,Edmonton,C,4/16/1996 1:00,"6' 1""",195
8480087,Mike,Vecchione,USA,Saugus,C,2/25/1993 0:00,"5' 10""",194
8478431,Evgeny,Svechnikov,RUS,Yuzhno-Sakhalinsk,RW,10/31/1996 0:00,"6' 3""",212
8478027,Lucas,Wallmark,SWE,Umea,C,9/5/1995 1:00,"6' 0""",176
8477466,Nick,Sorensen,DNK,Farevejle,RW,10/23/1994 1:00,"6' 1""",182
8478491,Jacob,Larsson,SWE,Ljungby,D,4/29/1997 1:00,"6' 2""",195
8480009,Eeli,Tolvanen,FIN,Vihti,RW,4/22/1999 1:00,"5' 10""",191
8480762,Eric,Robinson,USA,BELLMAWR,LW,6/14/1995 1:00,"6' 2""",200
8476283,Alex,Broadhurst,USA,New Lenox,C,3/7/1993 0:00,"6' 0""",178
8477341,Andreas,Johnsson,SWE,Gävle,LW,11/21/1994 0:00,"5' 10""",180
8477392,Hudson,Fasching,USA,Milwaukee,RW,7/28/1995 1:00,"6' 3""",204
8470667,Clarke,MacArthur,CAN,Lloydminster,LW,4/6/1985 1:00,"6' 0""",192
8475150,Jordan,Caron,CAN,Sayabec,RW,11/2/1990 0:00,"6' 3""",204
8477520,Jean-Sebastien,Dea,CAN,Laval,C,2/8/1994 0:00,"5' 11""",175
8476433,Magnus,Hellberg,SWE,Uppsala,G,4/4/1991 1:00,"6' 6""",209
8479304,Kyle,Criscuolo,USA,Southampton,C,5/5/1992 1:00,"5' 8""",170
8476394,Michael,Paliotta,USA,Westport,D,4/6/1993 1:00,"6' 4""",207
8472424,Ryan,Hamilton,CAN,Oshawa,LW,4/15/1985 1:00,"6' 2""",219
8475296,Mitch,Callahan,USA,Whittier,RW,8/17/1991 1:00,"5' 11""",198
8477529,Colby,Cave,CAN,Battleford,C,12/26/1994 0:00,"6' 1""",200
8476798,Karl,Stollery,CAN,Camrose,D,11/21/1987 0:00,"5' 11""",180
8479291,Kevin,Rooney,USA,Canton,C,5/21/1993 1:00,"6' 2""",190
8479969,Griffen,Molino,USA,Trenton,C,1/21/1994 0:00,"5' 11""",171
8475597,Shane,Harper,USA,Valencia,RW,2/1/1989 0:00,"5' 11""",193
8477583,Curtis,Valk,CAN,Medicine Hat,C,2/8/1993 0:00,"5' 9""",170
8476322,Chase,Balisy,USA,Fullerton,C,2/2/1992 0:00,"5' 11""",179
8476020,Andrew,Crescenzi,CAN,Thornhill,C,7/29/1992 1:00,"6' 5""",207
8475194,Philip,Samuelsson,SWE,Leksand,D,7/26/1991 1:00,"6' 2""",194
8476372,Nick,Seeler,USA,Eden Prairie,D,6/3/1993 1:00,"6' 2""",200
8477971,Andreas,Englund,SWE,Stockholm,D,1/21/1996 0:00,"6' 3""",189
8477210,Buddy,Robinson,USA,Bellmawr,RW,9/30/1991 1:00,"6' 6""",232
8476911,Tanner,Richard,CAN,Markham,C,4/6/1993 1:00,"6' 0""",192
8477356,Kristers,Gudlevskis,LVA,Aizkraukle,G,7/31/1992 1:00,"6' 3""",214
8477417,Peter,Cehlarik,SVK,Zilina,LW,8/2/1995 1:00,"6' 2""",202
